"ID","SO_HOP_DONG","NGAY_KY","NGAY_HIEU_LUC","NGAY_KET_THUC","SO_PHU_LUC","ISACTIVE","GHI_CHU"
5495,"392/VMS.C2/ĐTXD",01-04-2006,01-04-2006,31-03-2016,"000000",2,""
12054,"455/VMS.C2/ĐVT",31-12-2010,31-12-2010,15-01-2016,"000000",2,"Phu luc dau tien cua HD"
10468,"67/VMSC6/ĐVTĐN",15-11-2010,15-11-2010,14-11-2015,"000000",2,"Phu luc dau tien cua HD"
11832,"342/VMS.C2/ĐT-XD",15-10-2010,15-10-2010,14-10-2015,"000000",2,"Phu luc dau tien cua HD"
11791,"462/VMS.C2/HĐKT",27-07-2010,27-07-2010,27-07-2015,"000000",2,"Phu luc dau tien cua HD"
11766,"282/VMS.C2/ĐVT",01-07-2010,01-07-2010,01-07-2015,"000000",2,"Phu luc dau tien cua HD"
11651,"967/VMS.C2/ĐTXD",07-09-2009,07-09-2009,01-07-2015,"000000",2,"Phu luc dau tien cua HD"
11558,"215/VMS.C2/ĐTXD",09-04-2010,09-04-2010,15-06-2015,"000000",2,"Phu luc dau tien cua HD"
11732,"893/VMS.C2/ĐT-XD",10-08-2009,10-08-2009,15-06-2015,"000000",2,"Phu luc dau tien cua HD"
11723,"894/VMS.C2/ĐT-XD",10-08-2009,10-08-2009,15-06-2015,"000000",2,"Phu luc dau tien cua HD"
11811,"349/VMS.C2/HĐKT",04-06-2010,04-06-2010,04-06-2015,"000000",2,"Phu luc dau tien cua HD"
11402,"116/VMS.C2/ĐTXD",08-03-2010,08-03-2010,01-06-2015,"000000",2,"Phu luc dau tien cua HD"
11561,"173/VMS.C2/ĐT-XD",01-04-2010,01-04-2010,01-06-2015,"000000",2,"Phu luc dau tien cua HD"
11347,"52/VMS.C2/ĐTXD",28-01-2010,28-01-2010,01-06-2015,"000000",2,"Phu luc dau tien cua HD"
11585,"68/VMS.C2/HĐKT",20-05-2010,20-05-2010,20-05-2015,"000000",2,"Phu luc dau tien cua HD"
11584,"66/VMS.C2/HĐKT",27-04-2010,27-04-2010,13-05-2015,"000000",2,"Phu luc dau tien cua HD"
11387,"62/VMS.C2/ĐTXD",02-02-2010,02-02-2010,01-05-2015,"000000",2,"Phu luc dau tien cua HD"
11271,"1131/VMS.C2/ĐT-XD",30-11-2009,30-11-2009,30-04-2015,"000000",2,"Phu luc dau tien cua HD"
11391,"1033/VMS.C2/ĐTXD",12-10-2009,12-10-2009,15-04-2015,"000000",2,"Phu luc dau tien cua HD"
11735,"13/VMS.C2/ĐTXD",13-01-2010,13-01-2010,15-04-2015,"000000",2,"Phu luc dau tien cua HD"
11475,"54/VMS.C2/ĐTXD",28-01-2010,28-01-2010,14-04-2015,"000000",2,"Phu luc dau tien cua HD"
11428,"113/VMS.C2/ĐTXD",04-03-2010,04-03-2010,01-04-2015,"000000",2,"Phu luc dau tien cua HD"
11430,"59/VMS.C2/ĐTXD",02-02-2010,02-02-2010,01-04-2015,"000000",2,"Phu luc dau tien cua HD"
11431,"60/VMS.C2/ĐTXD",02-02-2010,02-02-2010,01-04-2015,"000000",2,"Phu luc dau tien cua HD"
11429,"61/VMS.C2/ĐTXD",02-02-2010,02-02-2010,01-04-2015,"000000",2,"Phu luc dau tien cua HD"
11420,"71/VMS.C2/ĐTXD",11-02-2010,11-02-2010,01-04-2015,"000000",2,"Phu luc dau tien cua HD"
11533,"30/VMS.C2/ĐT-XD",01-04-2010,01-04-2010,31-03-2015,"000000",2,"Phu luc dau tien cua HD"
6272,"69/VMS.C2/ĐVTMĐ",01-04-2010,01-04-2010,31-03-2015,"000000",2,"Phu luc dau tien cua HD"
11353,"72/VMS.C2/ĐTXD",11-02-2010,11-02-2010,01-03-2015,"000000",2,"Phu luc dau tien cua HD"
11589,"743/VMS.C2/HĐKT",01-03-2010,01-03-2010,01-03-2015,"000000",2,"Phu luc dau tien cua HD"
11307,"1129/VMS.C2/ĐTXD",30-11-2009,30-11-2009,28-02-2015,"000000",2,"Phu luc dau tien cua HD"
11255,"390/VMS.C2/ĐVT",14-12-2009,14-12-2009,28-02-2015,"000000",2,"Phu luc dau tien cua HD"
11350,"53/VMS.C2/ĐTXD",28-01-2010,28-01-2010,28-02-2015,"000000",2,"Phu luc dau tien cua HD"
5998,"537/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2015,"000000",2,""
6134,"03/VMSC2/ĐVTMĐ",01-02-2010,01-02-2010,31-01-2015,"000000",2,"Phu luc dau tien cua HD"
11587,"525/VMS.C2/HĐKT",01-01-2010,01-01-2010,01-01-2015,"000000",2,"Phu luc dau tien cua HD"
11588,"744/VMS.C2.HĐKT",01-01-2010,01-01-2010,01-01-2015,"000000",2,"Phu luc dau tien cua HD"
10611,"1213/VMS.C2/KTKT",14-09-2007,14-09-2007,31-12-2009,"000000",1,"Phu luc dau tien cua HD"
11436,"129/VMS.C2/HĐKT",01-01-2010,01-01-2010,31-12-2014,"000000",2,"Phu luc dau tien cua HD"
4990,"1575/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2014,"000000",2,""
5982,"21/VMS.C2/HĐKT",01-01-2009,01-01-2009,31-12-2014,"000000",2,""
9588,"23/VMSC2/ĐVTMĐ",01-01-2010,01-01-2010,31-12-2014,"000000",2,"Phu luc dau tien cua HD"
6344,"328/VMS.C2/KTKT",28-10-2009,28-10-2009,31-12-2014,"000000",2,"Phu luc dau tien cua HD"
15568,"331/VMSII/KTKT",10-12-2014,01-01-2015,31-12-2019,"PL 382-383-384",2,""
10614,"390/VMS.C2/KTKT",29-05-2007,29-05-2007,31-12-2009,"000000",1,"Phu luc dau tien cua HD"
10600,"435/VMS.C2/ĐVTMĐ",01-01-2010,01-01-2010,31-12-2014,"000000",2,"Phu luc dau tien cua HD"
11250,"49/VMS.C2/ĐVT",05-02-2010,05-02-2010,31-12-2014,"000000",2,"Phu luc dau tien cua HD"
5656,"563/VMS.C2/ĐTXD",01-12-2005,01-12-2005,31-12-2014,"000000",2,""
15546,"732/2007/VMS2-CTIN",10-12-2014,01-01-2015,31-12-2016,"PL 01",2,""
15265,"739/VMSII/KTKT",31-05-2013,01-06-2013,31-05-2018,"01-02-03",2,""
11442,"85/VMSC2/ĐVT",01-01-2010,01-01-2010,31-12-2014,"000000",2,"Phu luc dau tien cua HD"
5197,"200/VMS.C2/ĐT-XD",01-12-2009,01-12-2009,30-11-2014,"000000",2,""
9627,"27/VMS.C2/ĐVTMĐ",20-02-2009,20-02-2009,30-11-2009,"000000",1,"Phu luc dau tien cua HD"
9554,"557/VMS.C2/ĐT-XD",04-10-2006,04-10-2006,30-11-2009,"000000",1,"Phu luc dau tien cua HD"
9526,"721/VMS.C2/ĐVT",21-11-2006,21-11-2006,30-11-2009,"000000",1,"Phu luc dau tien cua HD"
6363,"957/VMS.C2/ĐT-XD",03-09-2009,03-09-2009,30-11-2014,"000000",2,"Phu luc dau tien cua HD"
10423,"15/VMS.C2/ĐVTMĐ",15-11-2009,15-11-2009,15-11-2014,"000000",2,"Phu luc dau tien cua HD"
10638,"24/VMS.C2/ĐVTMĐ",15-11-2009,15-11-2009,14-11-2014,"000000",2,"Phu luc dau tien cua HD"
5688,"600/VMS.C2/ĐT-XD",15-11-2009,15-11-2009,14-11-2014,"000000",2,""
15485,"333/VMSII/KTKT",30-05-2014,01-06-2014,31-05-2019,"156B/PLHĐ/ĐVT-T",2,""
5887,"899/VMS.C2/ĐT-XD",01-11-2009,01-11-2009,,"000000",2,""
9523,"50/VMS.C2/ĐVTMĐ",21-10-2009,21-10-2009,20-10-2014,"000000",2,"Phu luc dau tien cua HD"
10703,"150/VMS.C2/ĐT-XD",15-10-2009,15-10-2009,,"000000",2,""
5119,"187/VMS.C2/ĐVT",15-10-2009,15-10-2009,14-10-2014,"000000",2,""
11787,"302/VMS.C2/ĐVT",11-09-2010,11-09-2010,01-10-2014,"000000",2,"Phu luc dau tien cua HD"
5150,"1906/VMS.C2/ĐT-XD",01-10-2009,01-10-2009,,"000000",2,""
6021,"923/VMS.C2/HĐKT",01-09-2009,01-09-2009,31-08-2014,"000000",2,""
5114,"184/VMS.C2/ĐVT",25-08-2009,25-08-2009,24-08-2014,"000000",2,""
11460,"150/VMS.C2/ĐVT",15-08-2004,15-08-2004,15-08-2014,"000000",2,"Phu luc dau tien cua HD"
6019,"866/VMS.C2/HĐKT",15-08-2009,15-08-2009,14-08-2014,"000000",2,""
6020,"867/VMS.C2/HĐKT",15-08-2009,15-08-2009,14-08-2014,"000000",2,""
5185,"1966/VMS.C2/ĐT-XD",01-08-2009,01-08-2009,,"000000",2,""
10714,"724/VMS.C2/ĐT-XD",01-08-2009,01-08-2009,,"000000",2,""
5136,"1892/VMS.C2/ĐT-XD",30-07-2009,30-07-2009,30-07-2014,"000000",2,""
5063,"172/VMS.C2/ĐT-XD",20-07-2009,20-07-2009,20-07-2014,"000000",2,""
5340,"2606/VMS.C2/ĐT-XD",20-07-2009,20-07-2009,,"000000",2,""
4900,"146/VMS.C2/ĐT-XD",15-07-2009,15-07-2009,15-07-2014,"000000",2,""
5001,"159/VMS.C2/ĐT-XD",15-07-2009,15-07-2009,,"000000",2,""
5133,"1890/VMS.C2/ĐT-XD",15-07-2009,15-07-2009,,"000000",2,""
5134,"1891/VMS.C2/ĐT-XD",15-07-2009,15-07-2009,15-07-2014,"000000",2,""
5221,"208/VMS.C2/ĐT-XD",15-07-2009,15-07-2009,,"000000",2,""
5126,"1886/VMS.C2/ĐT-XD",01-07-2009,01-07-2009,,"000000",2,""
16085,"MLP/HDTMB/400/0096",29-06-2015,01-07-2015,31-12-2015,"04",2,"Phụ lục gia hạn hợp đồng "
4765,"1257/VMS.C2/ĐTXD",15-06-2009,15-06-2009,15-06-2014,"000000",2,""
4782,"1296/VMS.C2/ĐTXD",15-06-2009,15-06-2009,,"000000",2,""
4783,"1298/VMS.C2/ĐTXD",15-06-2009,15-06-2009,15-06-2014,"000000",2,""
4912,"147/VMS.C2/ĐTXD",15-06-2009,15-06-2009,15-06-2014,"000000",2,""
4952,"152/VMS.C2/ĐTXD",15-06-2009,15-06-2009,15-06-2014,"000000",2,""
4976,"155/VMS.C2/ĐTXD",15-06-2009,15-06-2009,,"000000",2,""
4987,"157/VMS.C2/ĐTXD",15-06-2009,15-06-2009,15-06-2014,"000000",2,""
5072,"173/VMS.C2/ĐTXD",15-06-2009,15-06-2009,,"000000",2,""
5128,"1888/VMS.C2/ĐTXD",15-06-2009,15-06-2009,,"000000",2,""
5141,"1895/VMS.C2/ĐTXD",15-06-2009,15-06-2009,,"000000",2,""
5148,"1901/VMS.C2/ĐTXD",15-06-2009,15-06-2009,,"000000",2,""
5190,"198/VMS.C2/ĐT-XD",15-06-2009,15-06-2009,15-06-2014,"000000",2,""
4727,"118/VMS.C2/ĐT-XD",01-06-2009,01-06-2009,,"000000",2,""
5219,"207/VMS.C2/ĐT-XD",01-06-2009,01-06-2009,,"000000",2,""
4864,"1407/VMS.C2/ĐTXD",01-06-2009,01-06-2009,31-05-2014,"000000",2,""
4888,"145/VMS.C2/ĐTXD",01-06-2009,01-06-2009,31-05-2014,"000000",2,""
4967,"153/VMS.C2/ĐTXD",01-06-2009,01-06-2009,,"000000",2,""
5122,"1878/VMS.C2/ĐTXD",01-06-2009,01-06-2009,,"000000",2,""
5127,"1887/VMS.C2/ĐTXD",01-06-2009,01-06-2009,31-05-2014,"000000",2,""
5129,"1889/VMS.C2/ĐTXD",01-06-2009,01-06-2009,,"000000",2,""
5151,"191/VMS.C2/ĐTXD",01-06-2009,01-06-2009,,"000000",2,""
5193,"199/VMS.C2/ĐTXD",01-06-2009,01-06-2009,31-05-2014,"000000",2,""
5777,"745/VMS.C2/ĐT-XD",01-06-2009,01-06-2009,,"000000",2,""
6045,"865/VMS.C2/HĐKT",25-05-2009,25-05-2009,24-05-2014,"000000",2,""
6046,"926/VMS.C2/HĐKT",25-05-2009,25-05-2009,24-05-2014,"000000",2,""
6047,"932/VMS.C2/HĐKT",25-05-2009,25-05-2009,24-05-2014,"000000",2,""
5535,"421/VMS.C2/ĐT-XD",01-05-2009,01-05-2009,,"000000",2,""
11119,"137/VMS.C2/HĐKT",10-02-2009,10-02-2009,30-04-2014,"000000",2,"Phu luc dau tien cua HD"
4984,"156/VMS.C2/ĐTXD",01-05-2009,01-05-2009,30-04-2014,"000000",2,""
5017,"161/VMS.C2/ĐTXD",01-05-2009,01-05-2009,30-04-2014,"000000",2,""
5061,"1718/VMS.C2/ĐTXD",15-04-2009,15-04-2009,15-04-2014,"000000",2,""
10715,"754/VMS.C2/HĐKT",15-04-2009,15-04-2009,14-04-2014,"000000",2,""
11118,"1406/VMS.C2/HĐKT",15-10-2008,15-10-2008,13-04-2014,"000000",2,"Phu luc dau tien cua HD"
5123,"1879/VMS.C2/ĐTXD",01-04-2009,01-04-2009,31-03-2014,"000000",2,""
5139,"1894/VMS.C2/ĐTXD",01-04-2009,01-04-2009,31-03-2014,"000000",2,""
5149,"1903/VMS.C2/ĐTXD",01-04-2009,01-04-2009,31-03-2014,"000000",2,""
5066,"1723/VMS.C2/ĐTXD",01-04-2009,01-04-2009,30-03-2014,"000000",2,""
6033,"214/VMS.C2/HĐKT",20-03-2009,20-03-2009,20-03-2014,"000000",2,""
5065,"1720/VMS.C2/ĐTXD",01-03-2009,01-03-2009,28-02-2014,"000000",2,""
4753,"1230/VMS.C2/ĐTXD",15-02-2009,15-02-2009,14-02-2014,"000000",2,""
5058,"1715/VMS.C2/ĐTXD",15-02-2009,15-02-2009,14-02-2014,"000000",2,""
4907,"1467/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4918,"1473/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4923,"1476/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4924,"1477/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4946,"1508/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4950,"1518/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4951,"1519/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4955,"1522/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4957,"1523/VMS.C2/ĐTXD",01-02-2009,01-02-2009,31-10-2009,"000000",1,""
4959,"1524/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4962,"1526/VMS.C2/ĐTXD",01-02-2009,01-02-2009,30-01-2014,"000000",2,""
4708,"1146/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4847,"1362/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4850,"1369/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4854,"1383/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4858,"1393/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4920,"1474/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4922,"1475/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4929,"1483/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
5056,"1713/VMS.C2/ĐTXD",15-01-2009,15-01-2009,14-01-2014,"000000",2,""
4705,"1137/VMS.C2/ĐTXD",01-01-2009,01-01-2009,,"000000",2,""
11550,"1230/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2013,"000000",2,"Phu luc dau tien cua HD"
4848,"1363/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4849,"1365/VMS.C2/ĐTXD",09-10-2008,09-10-2008,31-12-2013,"000000",2,""
4852,"1370/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4927,"1480/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4928,"1481/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4930,"1484/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4931,"1485/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-10-2009,"000000",1,""
4932,"1487/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4954,"1520/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4961,"1525/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4993,"1576/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4994,"1577/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4996,"1578/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
4997,"1579/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2009,"000000",1,""
5057,"1714/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
5059,"1716/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
5062,"1719/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
5085,"1764/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
5186,"1968/VMS.C2/ĐTXD",01-01-2009,01-01-2009,31-12-2013,"000000",2,""
6031,"1971/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2013,"000000",2,""
6051,"535/VMS.C2/HĐKT",01-01-2008,01-01-2008,31-12-2013,"000000",2,""
6247,"610/VMS.C2/ĐVT",15-02-2006,15-02-2006,31-12-2013,"000000",2,"Phu luc dau tien cua HD"
6257,"701/VMS.C2/ĐT-XD",01-07-2005,01-07-2005,31-12-2013,"000000",2,"Phu luc dau tien cua HD"
14343,"741/VMSII/KTKT",01-06-2013,01-06-2013,31-05-2018,"07/PLHD/DVT-D",2,"Phụ lục "
4754,"1232/VMS.C2/ĐTXD",01-01-2009,01-01-2009,30-12-2013,"000000",2,""
5358,"2664/HĐ.TT2",30-12-2008,30-12-2008,30-12-2013,"000000",2,""
4668,"1050/VMS.C2/ĐTXD",01-12-2008,01-12-2008,,"000000",2,""
4679,"1071/VMS.C2/ĐTXD",01-12-2008,01-12-2008,30-11-2013,"000000",2,""
4715,"1160/VMS.C2/ĐTXD",01-12-2008,01-12-2008,30-11-2013,"000000",2,""
5910,"961/VMS.C2/ĐTXD",01-12-2008,01-12-2008,30-11-2013,"000000",2,""
10463,"48/VMS.C2/ĐTXD",01-11-2009,01-11-2009,31-10-2013,"000000",2,"Phu luc dau tien cua HD"
5788,"759/VMS.C2/ĐTXD",01-11-2008,01-11-2008,31-10-2013,"000000",2,""
4768,"1263/VMS.C2/ĐTXD",01-11-2008,01-11-2008,,"000000",2,""
4781,"1294/VMS.C2/ĐTXD",01-11-2008,01-11-2008,30-10-2013,"000000",2,""
6032,"2025/VMS.C2/ĐVT",01-11-2008,01-11-2008,30-10-2013,"000000",2,""
6326,"212/VMS.C2/ĐT-XD",28-04-2003,28-04-2003,30-04-2010,"000000",1,"Phu luc dau tien cua HD"
11756,"1062/VMS.C2/HĐKT",20-10-2009,20-10-2009,20-10-2013,"000000",2,"Phu luc dau tien cua HD"
5801,"785/VMS.C2/ĐTXD",15-10-2008,15-10-2008,15-10-2013,"000000",2,""
5803,"787/VMS.C2/ĐTXD",15-10-2008,15-10-2008,,"000000",2,""
5806,"788/VMS.C2/ĐTXD",01-10-2008,01-10-2008,,"000000",2,""
5807,"789/VMSC2/ĐTXD",01-10-2008,01-10-2008,31-10-2009,"000000",1,""
5809,"790/VMS.C2/ĐTXD",01-10-2008,01-10-2008,30-09-2013,"000000",2,""
5810,"792/VMS.C2/ĐTXD",01-10-2008,01-10-2008,,"000000",2,""
5869,"878/VMS.C2/ĐTXD",01-10-2008,01-10-2008,30-09-2013,"000000",2,""
5795,"777/VMS.C2/ĐTXD",15-09-2008,15-09-2008,15-09-2013,"000000",2,""
5796,"778/VMS.C2/ĐTXD",15-09-2008,15-09-2008,,"000000",2,""
11481,"1128/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,"Phu luc dau tien cua HD"
5973,"1958/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
5985,"2224/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
6013,"827/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
6014,"828/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
6015,"829/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
6016,"830/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
6017,"831/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
6018,"832/VMS.C2/HĐKT",01-09-2008,01-09-2008,31-08-2013,"000000",2,""
11478,"826/VMS.C2/HĐKT",24-06-2008,24-06-2008,30-08-2013,"000000",2,"Phu luc dau tien cua HD"
11551,"917/VMS.C2/HĐKT",10-07-2008,10-07-2008,28-08-2013,"000000",2,"Phu luc dau tien cua HD"
11552,"918/VMS.C2/HĐKT",10-07-2008,10-07-2008,10-08-2013,"000000",2,"Phu luc dau tien cua HD"
11554,"921/VMS.C2/HĐKT",10-07-2008,10-07-2008,10-08-2013,"000000",2,"Phu luc dau tien cua HD"
11553,"920/VMS.C2/HĐKT",10-07-2008,10-07-2008,09-08-2013,"000000",2,"Phu luc dau tien cua HD"
6036,"2228/VMS.C2/HĐKT",08-05-2008,08-05-2008,08-08-2013,"000000",2,""
5802,"786/VMS.C2/ĐTXD",15-07-2008,15-07-2008,,"000000",2,""
5891,"912/HĐ - TT2",15-07-2008,15-07-2008,,"000000",2,""
5461,"372/VMS.C2/ĐTXD",15-08-2008,15-08-2008,,"000000",2,""
5566,"457/VMS.C2/ĐTXD",01-07-2008,01-07-2008,,"000000",2,""
5884,"892/VMS.C2/ĐVT",01-07-2008,01-07-2008,30-06-2013,"000000",2,""
6128,"896/VMS.C2/ĐT-XD",01-07-2008,01-07-2008,30-06-2013,"000000",2,"Phu luc dau tien cua HD"
5481,"381/VMS.C2/ĐT-XD",15-06-2008,15-06-2008,,"000000",2,""
5837,"824/VMS.C2/ĐTXD",01-06-2008,01-06-2008,31-05-2013,"000000",2,""
4757,"124/VMS.C2.ĐVT",15-05-2009,15-05-2009,,"000000",2,""
5451,"367/VMS.C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5453,"368/VMS/C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5457,"370/VMS.C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5463,"373/VMS.C2/ĐTXD",15-05-2008,15-05-2008,15-05-2013,"000000",2,""
5465,"374/VMS.C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5467,"375/VMS.C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5470,"377/VMS.C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5472,"378/VMS.C2/ĐTXD",15-05-2008,15-05-2008,15-05-2013,"000000",2,""
5483,"382/VMS.C2/ĐTXD",15-05-2008,15-05-2008,15-05-2013,"000000",2,""
5486,"383/VMS.C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5496,"395/VMS.C2/ĐTXD",15-05-2008,15-05-2008,15-05-2013,"000000",2,""
5498,"397/VMS.C2/ĐTXD",15-05-2008,15-05-2008,,"000000",2,""
5503,"400/VMS.C2/ĐTXD",15-05-2008,15-05-2008,31-10-2009,"000000",1,""
5505,"401/VMS.C2/ĐTXD",15-05-2008,15-05-2008,15-05-2013,"000000",2,""
5507,"402/VMS.C2/ĐTXD",15-05-2008,15-05-2008,31-10-2009,"000000",1,""
5576,"469/VMS.C2/DTXD",15-05-2008,15-05-2008,,"000000",2,""
5497,"396/VMS.C2/ĐTXD",15-05-2008,15-05-2008,31-10-2009,"000000",1,""
6030,"1970/VMS.C2/HĐKT",22-11-2007,22-11-2007,08-05-2013,"000000",2,""
5448,"366/VMS.C2/ĐTXD",01-05-2008,01-05-2008,,"000000",2,""
5454,"369/VMS.C2/ĐTXD",01-05-2008,01-05-2008,30-04-2013,"000000",2,""
5474,"379/VMS.C2/ĐTXD",01-05-2008,01-05-2008,30-04-2013,"000000",2,""
5479,"380/VMS.C2/DT-XD",01-05-2008,01-05-2008,30-04-2013,"000000",2,""
6361,"1743/VMS.C2/KTKT",15-12-2009,01-01-2010,01-04-2013,"1743/VMS.C2/KTKT",2,"PLCL 01/01/2010-31/03/2010"
5964,"1199/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2013,"000000",2,""
6025,"1466/VMS.C2/HĐKT",20-10-2008,20-10-2008,28-02-2013,"000000",2,""
5974,"1959/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2013,"000000",2,""
11479,"1960/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2013,"000000",2,"Phu luc dau tien cua HD"
5976,"1962/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2013,"000000",2,""
5978,"1965/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2013,"000000",2,""
11477,"2222/VMS.C2/HĐKT",26-12-2007,26-12-2007,28-02-2013,"000000",2,"Phu luc dau tien cua HD"
5996,"533/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2013,"000000",2,""
5999,"538/VMS.C2/HĐKT",01-03-2008,01-03-2008,28-02-2013,"000000",2,""
6035,"2226/VMS.C2/HĐKT",01-01-2008,01-01-2008,20-02-2013,"000000",2,""
4842,"1357/VMS.C2/ĐTXD",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
5972,"1957/VMS.C2/HĐKT",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
5977,"1963/VMS.C2/HĐKT",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
5979,"1967/VMS.C2/HĐKT",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
5980,"1968/VMS.C2/HĐKT",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
5984,"2223/VMS.C2/HĐKT",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
5987,"2231/VMS.C2/HĐKT",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
5997,"534/VMS.C2/HĐKT",15-02-2008,15-02-2008,14-02-2013,"000000",2,""
6034,"2225/VMS.C2/HĐKT",01-02-2008,01-02-2008,31-01-2013,"000000",2,""
5986,"2230/VMS.C2/HĐKT",01-02-2008,01-02-2008,31-01-2013,"000000",2,""
5994,"44/VMS.C2/HĐKT",01-02-2008,01-02-2008,31-01-2013,"000000",2,""
11274,"788/VMS.C2/ĐTXD",01-02-2008,01-02-2008,31-10-2009,"000000",1,"Phu luc dau tien cua HD"
6022,"973/VMS.C2/HĐKT",01-02-2003,01-02-2003,31-01-2013,"000000",2,""
5416,"324/VMS.C2/ĐTXD",01-02-2008,01-02-2008,31-10-2009,"000000",1,""
5575,"468/VMS.C2/ĐTXD",15-01-2008,15-01-2008,14-01-2013,"000000",2,""
11276,"2232/VMS.C2/HĐKT",01-01-2008,01-01-2008,01-01-2013,"000000",2,"Phu luc dau tien cua HD"
4683,"1078/VMS.C2/ĐTXD",01-01-2008,01-01-2008,31-12-2012,"000000",2,""
