"ID","SO_HOP_DONG","NGAY_KY","NGAY_HIEU_LUC","NGAY_KET_THUC","SO_PHU_LUC","ISACTIVE","GHI_CHU"
19213,"352/HĐ-VMS4",26-06-2018,03-10-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19211,"353/HĐ-VMS4",26-06-2018,03-10-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19251,"354/HĐ-VMS4",26-06-2018,16-10-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19233,"355/HĐ-VMS4",26-06-2018,01-11-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19219,"356/HĐ-VMS4",26-06-2018,01-11-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19231,"357/HĐ-VMS4",26-06-2018,01-11-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19201,"358/HĐ-VMS4",26-06-2018,16-10-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19210,"359/HĐ-VMS4",26-06-2018,03-10-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19217,"360/HĐ-VMS4",26-06-2018,16-10-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
18949,"375/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18918,"376/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18919,"377/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18950,"378/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18920,"379/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18951,"380/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18952,"381/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18953,"383/HĐ-VMS4",12-06-2018,01-10-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18309,"422/HĐ-VMS4",26-06-2017,01-07-2017,,"Số: 05/PLHD",2,"Cung cấp vận hành cho thuê máy phát điện 2 trạm "
19847,"423/HĐ-VMS4",01-01-2019,01-01-2019,31-12-2019,"423/PLHĐ",2,"Trả giá về HĐ gốc"
18007,"424/HĐ",01-01-2017,01-01-2017,,"01/PHLĐ",2,"Thanh Lý trạm PT Phong Phú của HĐ 424"
19856,"424/HĐ-VMS4",01-01-2019,01-01-2019,31-12-2019,"424/PLHĐ",2,"Trả về giá HĐ gốc"
19475,"425/HĐ - VMS4",29-10-2018,15-12-2018,31-12-2018,"2910/MLMN-TELECOM-CABLE",2,""
19469,"426/HĐ - VMS4",05-12-2018,05-12-2018,,"0512/MLMN-THAP VANG BTS",2,"PLHĐ điều chỉnh giảm giá thuê trạm Đồng Tháp 162"
19292,"429/HĐ - VMS4",10-07-2018,01-07-2018,31-12-2018,"05",2,"PL giãm giá kỳ 2/2018"
19270,"430/HĐ - VMS4",10-07-2018,01-07-2018,31-12-2018,"05",2,"PL giãm giá 2018"
19731,"433/HĐ-VMS4",18-04-2018,18-04-2018,31-12-2019,"433-1/PLHĐ-MIS II-2018",2,""
19845,"434/HĐ-VMS4",26-12-2018,13-10-2018,31-12-2018,"01/PLHĐ-VTDĐ/2018",2,""
19846,"435/HĐ-VMS4",01-07-2018,12-10-2018,31-12-2019,"01/PLHD",2,""
20636,"437/HĐ - VMS4",19-06-2020,01-07-2019,31-12-2020,"437/PLHĐ-MIDC-2020",2,""
18067,"452/HĐ",01-01-2017,01-01-2017,,"0117/PLHĐ/VNC-55",2,"Điều chỉnh giảm giá thuê trạm Hàm Tiến 2 cho dùng chung CSHT"
19249,"630/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19232,"631/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19228,"632/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19215,"633/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19198,"634/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19209,"635/HĐ-VMS4",26-06-2018,01-01-2018,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19200,"636/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19225,"637/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19203,"638/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19218,"639/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19227,"640/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19199,"641/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19202,"642/HĐ-VMS4",26-06-0218,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19206,"643/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19229,"644/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19194,"645/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19230,"646/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19224,"647/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19212,"648/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19216,"649/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19204,"650/HĐ-VMS4",26-06-2018,01-10-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19651,"662/HĐ-VMS4",01-01-2017,31-12-2018,31-12-2019,"01/lmm",2,""
18087,"663/HĐ - VMS4",16-03-2017,16-03-2017,,"Số: 06/PLHĐ",2,"Thuê máy phát điện Đồng Tháp 229 của HĐ 663"
19491,"667/HĐ - VMS4",29-10-2018,25-12-2018,31-12-2018,"2910/MLMN-CADICOM",2,"Ký HĐ mới"
20631,"670/HĐ - VMS4",19-06-2020,01-05-2020,31-12-2020,"670-196/PLHĐ-MIDC/2020",2,""
20632,"671/HĐ - VMS4",19-06-2020,01-05-2019,31-12-2019,"671/PLHD-MIDC/2020",2,""
20002,"675/HĐ-VMS4",03-09-2019,03-09-2019,,"06-675/PLHĐ-MIS2",2,""
19049,"727/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"Gia hạn các trạm hết hạn 2017"
19050,"729/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19051,"732/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19069,"733/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19052,"738/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19070,"739/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19245,"740/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL gia hạn 2017"
19071,"741/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19072,"742/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19262,"743/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,""
19073,"744/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19074,"745/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19075,"748/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19054,"749/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19076,"751/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19077,"752/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19078,"753/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19079,"754/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19080,"755/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19055,"756/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19056,"757/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19081,"778/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19082,"779/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19057,"780/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19058,"781/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19059,"782/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
18921,"839/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18922,"840/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18954,"841/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18955,"842/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18923,"843/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18924,"844/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18956,"845/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18925,"846/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
18957,"855/HĐ-VMS4",12-06-2018,01-12-2017,31-12-2018,"12",2,"PL gia hạn 31/12/2018"
19060,"862/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19083,"878/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
13199,"901/HĐ",13-09-2012,01-09-2012,,"PL001",2,""
13212,"903/HĐ",14-09-2012,01-09-2012,,"PL001",2,""
19666,"903/HĐ",02-10-2018,03-06-2019,31-12-2019,"hh",2,""
19207,"904/HĐ-VMS4",26-06-2018,01-01-2018,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19222,"907/HĐ-VMS4",26-06-2018,01-01-2018,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19193,"909/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19220,"910/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19226,"912/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19250,"913/HĐ-VMS4",26-06-2018,01-01-2018,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19208,"915/HĐ-VMS4",26-06-2018,01-12-2017,31-12-2018,"02",2,"Gia hạn hết hạn 2017 "
19084,"925/HĐ-VMS4",24-03-2018,01-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
20102,"926/HĐ-VMS4",20-04-2018,01-02-2018,30-04-2019,"04/PLHĐ-TECHINCOM",2,"Chuyển từ HĐ XHH sang Lưu động"
19085,"933/HĐ-VMS4",24-03-2018,15-12-2017,31-12-2018,"03",2,"PL Gia hạn các trạm hết hạn 2017"
19246,"934/HĐ-VMS4",24-03-2018,15-12-2017,31-12-2018,"03",2,""
19849,"994/HĐ",01-01-2019,01-01-2019,31-12-2019,"994/PLHĐ",2,"Trả giá về HĐ gốc"
13241,"996/HĐ",02-10-2012,05-09-2012,,"PL003",2,"Sửa lại số TK theo PL mới nhất"
20159,"01/2017/MLMN-CSHT-GTI",29-05-2019,29-05-2019,30-06-2023,"2905/PLHĐ-GTI/2019",2,""
18228,"3112/2016/MLMN-CSHT",24-05-2017,24-05-2017,,"Số : 01/PLHĐ",2,"Điều chỉnh giảm giá thuê trạm Cần Thơ 221 và Cần Thơ 249"
18008,"990/HĐ",01-01-2016,01-01-2016,,"01/PLHĐ",2,"Thanh lý 2 trạm của HĐ 990: PT Tân Đức 2, PT Tân Đức 3"
19848,"673/HĐ-VMS4",01-01-2019,01-01-2019,31-12-2019,"673/PLHĐ",2,"Trả giá về HĐ gốc"
20507,"995/HĐ",07-01-2020,07-01-2020,31-12-2023,"PL08-995/PLHĐ",2,""
14743,"2200/2008/HĐKT-CSHT",28-03-2014,01-01-2014,04-05-2019,"111/VMSC2-PLHĐ",2,"Giảm giá thuê"
14883,"174/VMSII/KTKT",01-05-2014,01-05-2014,30-04-2019,"779",2,""
18870,"591A-16/HĐ-MLMN-ĐVTĐN",15-04-2018,15-04-2018,14-04-2019,"1",2,""
18872,"219-16/HĐ-MLMN-ĐVTĐN",15-04-2018,08-04-2018,07-04-2019,"01",2,""
20225,"425/HĐ",05-08-2019,01-07-2019,,"PL05-425/HĐ",2,""
17668,"429/HĐ",01-11-2016,01-11-2016,01-11-2016,"Số 06/PLHĐ",2,"Điều chỉnh giảm giá thuê 4 trạm và 1 trạm không dùng chung CSHT"
14763,"79/CSHT",28-02-2014,01-03-2014,28-02-2016,"08/PLHĐ/ĐVTĐ",1,""
18871,"51/VMS.C6/KTKT",10-01-2018,03-02-2018,02-02-2019,"02",2,""
18894,"678/HĐ-VMS4",20-04-2018,20-04-2018,,"001/PLHĐ-QA/2018",2,""
18711,"1154/HĐ",12-09-2017,12-09-2017,31-12-2017,"Số:11/PLHĐ",2,"Thanh lý trạm BDTM08-BD Phú Cường 2 ( P.Chánh Nghĩa)"
16005,"152/VMSII/KTKT",27-03-2015,27-03-2015,23-03-2017,"001/PLHĐ",2,"Thanh lý tòa KHO BẠC NHÀ NƯỚC, ko thanh toán tiền thuê CSHT, thanh toán tiền điện đến khi rút hết toàn bộ tb"
19430,"1620/HĐ",24-10-2018,24-10-2018,31-12-2019,"Số:2018.10.1/THÁP VÀNG BTS",2,"Thanh lý 80 trạm chuyển qua hđ mới"
19171,"175/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"28",2,"PL gia hạn"
16869,"193/VMSII/KTKT",18-12-2015,18-12-2015,31-12-2016,"PLHĐ",1,"PLHĐ gia hạn"
16887,"193/VMSII/KTKT",18-12-2015,18-12-2015,31-12-2016,"PLHD",1,""
17747,"193/VMSII/KTKT",27-06-2016,28-06-2016,31-12-2016,"27/06/2016",1,"Gia hạn"
13198,"2199/HĐ",13-09-2012,01-09-2012,,"PL002",2,""
13206,"2200/HĐ",13-09-2012,01-09-2012,,"PL001",2,""
19410,"233/HĐ",24-10-2018,24-10-2018,31-12-2019,"hjjh",2,""
14464,"299/VMSII/KTKT",16-11-2013,16-11-2013,20-04-2017,"03/PLHĐ/SPN - VMS/2013",1,"Phụ lục thay đổi tên công ty SPN"
19429,"385/HĐ",24-10-2018,24-10-2018,31-12-2019,"Số:2018.10.1/MLMN-THAP VANG BTS",2,"Thanh lý 80 tram hợp đồng hết hạn 2018"
18331,"450/HĐ-VMS4",26-06-2017,01-07-2017,,"26/PLHĐ",2,"Cung cấp dịch vụ vận hành MPĐ"
18332,"614/HĐ-VMS4",26-06-2017,01-07-2017,,"26/PLHĐ",2,"Cung cấp dịch vụ vận hành MPĐ"
18353,"658/HĐ-VMS4",26-06-2017,01-07-2017,,"26/PLHĐ",2,"Cung cấp dịch vụ vận hành MPĐ"
19153,"66/HĐ - VMS4",08-06-2018,08-06-2018,31-12-2018,"28",2,"PL gia hạn"
18333,"669/HĐ-VMS4",26-06-2017,01-07-2017,,"26/PLHĐ",2,"Cung cấp dịch vụ vận hành MPĐ"
19150,"67/HĐ - VMS4",08-06-2018,08-06-2018,31-12-2018,"28",2,"PL gia hạn"
18944,"674A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
19289,"677/HĐ-VMS4",01-05-2018,01-01-2018,31-12-2018,"Số: 04/PLHĐ/NINH KIỀU",2,""
19151,"68/HĐ - VMS4",08-06-2018,08-06-2018,31-12-2018,"28",2,"PL gia hạn"
19290,"681A/HĐ-VMS4",01-05-2018,01-01-2018,31-12-2018,"Số: 04/PLHĐ/Ô MÔN 5",2,""
19152,"69/HĐ - VMS4",08-06-2018,08-06-2018,31-12-2018,"28",2,"PL gia hạn"
18940,"690A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
19149,"691/ĐTXD.C4",08-06-2018,08-06-2018,31-12-2018,"28",2,"Gia hạn HĐ"
18941,"693A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18939,"694A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18913,"695A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18935,"696/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18937,"697A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18934,"698A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18933,"699/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
19169,"70/HĐ - VMS4",08-06-2018,08-06-2018,31-12-2018,"28",2,"PL gia hạn"
18938,"700A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18936,"701A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18915,"702A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18914,"703A/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
19170,"71/HĐ - VMS4",08-06-2018,08-06-2018,31-12-2018,"28",2,"PL gia hạn"
15665,"730/2007/VMS2-CTIN",12-12-2014,01-01-2015,31-12-2017,"1287/PLHĐ/ĐVT-T",2,"Gia hạn hợp đồng"
18334,"747/HĐ-VMS4",26-06-2017,01-07-2017,,"26/PLHĐ",2,"Cung cấp dịch vụ vận hành MPĐ"
18917,"798/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18943,"800/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
18916,"802/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
15285,"81/VMSC2/KTKT",24-03-2014,25-03-2014,31-12-2018,"05/PLHĐ/ĐVT-Đ",2,""
18942,"866/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn HĐ",2,""
13068,"897/HĐ",08-07-2008,08-07-2008,19-03-2012,"000000",1,"Phu luc dau tien cua HD"
17352,"897/HĐ",01-07-2016,01-07-2016,08-07-2018,"0116/PLHĐ/GTI",1,"Điều chỉnh giảm giá thuê trạm 07Q0818 Dung Chung CSHT"
19615,"897/HĐ",10-08-2018,10-08-2018,08-07-2018,"0118",2,"Giảm giá 2 tram 07Q0210, 06BCH03"
13016,"897/HĐ",12-03-2012,01-12-2011,,"0103-2012/BTS/TC-PLHĐ",1,""
19603,"897/HĐ",10-08-2018,10-08-2018,,"0118",2,"Giảm giá 2 tram 07Q0210, 06BCH03"
6071,"897/HĐ",08-07-2008,08-07-2008,30-11-2011,"000000",1,""
18932,"927/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"PL gia hạn",2,""
18929,"981/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"002",2,""
6076,"995/HĐ",30-07-2008,30-07-2008,31-12-2012,"000000",1,""
13420,"995/HĐ",01-12-2012,26-11-2012,,"PL003",1,"Thanh toán trạm 08PNH02"
13204,"995/HĐ",13-09-2012,01-09-2012,,"PL002",1,""
13095,"995/HĐ",24-12-2009,24-12-2009,,"1222/PLHĐ",1,"Điểu chỉnh giảm số lượng trạm và điều chỉnh giảm đơn giá thuê"
13096,"995/HĐ",29-12-2009,29-12-2009,,"2559/PLHĐ",1,"Địa chỉ trạm, người liên hệ"
13094,"995/HĐ",30-07-2008,30-07-2008,23-12-2009,"000000",1,"Phu luc dau tien cua HD"
14325,"995/HĐ",01-07-2013,01-01-2013,30-07-2018,"0107/PLHD-2013",1,"Tăng giá lắp 3G cho trạm 08GVA08, 08GVA09"
13966,"995/HĐ",01-01-2013,01-01-2013,,"01/PLHD",2,"TĂNG GIÁ DO LẮP THÊM THIẾT BỊ 3G"
18895,"995/HĐ",20-04-2018,01-01-2018,,"995-1",2,"giảm giá do dùng chung CSHT"
13194,"995/HĐ",12-09-2012,19-05-2012,,"PL001",1,""
18931,"996/HĐ-VMS4",08-06-2018,08-06-2018,31-12-2018,"002",2,"Pl gia hạn"
14843,"03/SPN-VMSII/KT-KT",06-05-2014,01-01-2014,30-12-2018,"Theo HĐ số 03/SPN-VMSII/KT-KT",2,"Phụ lục tăng diện tích tòa nhà Pullman Saigon Centre "
19592,"997/HĐ",10-09-2018,01-07-2018,14-10-2018,"Số: 04/PLHĐ",2,"Về việc giảm giá thuê 5% "
18910,"725-16/HĐ-MLMN-ĐVTĐN",15-06-2018,01-07-2018,30-06-2020,"01",2,""
18873,"807-15/HĐ-MLMN-ĐVTĐN",01-06-2018,01-07-2018,30-06-2023,"01",2,""
16367,"820/VMSII/KTKT",10-01-2015,10-01-2015,30-06-2016,"01/PLHĐ/HD820/VMSII/KT-KT",2,"Thay đổi tên chủ thể hợp đồng và Tài khoản bên cho thê"
14469,"740/VMSII/KTKT",16-11-2013,16-11-2013,31-05-2018,"08/PLHĐ/SPN - VMS/2013",1,"Phụ lục thay đổi tên công ty SPN"
13115,"HDXHH",19-07-2012,19-07-2012,,"213213",2,""
16867,"555/VMSII/KTKT",02-11-2015,02-11-2015,30-01-2018,"PLHĐ",2,"Hủy trạm Block B - Tân Kiên"
16868,"556/VMSII/KTKT",14-07-2015,14-07-2015,30-01-2018,"PLHĐ",2,"Hủy trạm 155 Nguyễn Trí Thanh"
13035,"2201/HĐ",06-03-2012,07-03-2012,,"05-2012",2,""
15425,"075/VMS2-TV/2007",11-12-2014,01-01-2015,31-12-2016,"01",2,""
15426,"076/VMS2-TV/2007",11-12-2014,01-01-2015,31-12-2016,"01",2,""
15445,"078/VMS2-TV/2007",11-12-2014,01-01-2015,31-12-2016,"01",2,""
16848,"217/VMSII/KTKT",01-01-2016,01-01-2016,01-11-2016,"PLHĐ",2,"Hủy Trạm HÀ ĐÔ NGUYỄN VĂN CÔNG ko phải của hợp đồng và đối tác Tiên Tiến"
16127,"254/VMSII/KTKT",08-12-2014,08-12-2014,31-12-2017,"01/PLHĐ",1,"Điều chỉnh mức lưu lươngj Cảnh Viên 1.2"
14466,"860/VMSII/KTKT",16-11-2013,16-11-2013,31-12-2017,"05/PLHĐ/SPN - VMS/2013",1,"Phụ lục thay đổi tên công ty SPN"
18352,"614/HĐ-VMS4",26-06-2017,01-07-2017,,"26/PLHĐ",2,"Cung cấp dịch vụ vận hành MPĐ"
5175,"194/VMS.C2/ĐTXD",15-10-2007,15-10-2007,,"000000",2,""
12058,"415/VMS.C2/ĐVT",25-11-2010,25-11-2010,15-09-2017,"000000",2,"Phu luc dau tien cua HD"
5124,"188/VMS.C2/ĐTXD",01-09-2007,01-09-2007,31-08-2017,"000000",2,""
5178,"195/VMS.C2/ĐTXD",15-08-2007,15-08-2007,15-08-2017,"000000",2,""
15566,"111/2008/VMS2-CTIN",10-12-2014,01-01-2015,31-12-2016,"PL 01",2,""
15567,"112/2008/VMS2-CTIN",10-12-2014,01-01-2015,31-12-2016,"PL 01",2,""
14462,"118/VMSII/KTKT",16-11-2013,16-11-2013,30-06-2015,"01/PLHĐ/SPN - VMS/2013",1,"Phụ lục thay đổi tên công ty SPN"
16487,"118/VMSII/KTKT",14-08-2015,31-12-2015,31-12-2015,"000/PLHĐ/KHĐT",2,"Phục lục gia hạn hợp đồng"
14803,"174/VMSII/KTKT",29-04-2014,01-05-2014,31-01-2016,"05/PLHD/DVT-Đ",2,""
17868,"203/VMSII/KTKT",21-03-2016,21-03-2016,31-12-2016,"52/PLHĐ/MLMN-ARTEK",2,"PLHĐ gia hạn cho các tòa CC15, 21, 22, Hỗng Lĩnh, New Pacific"
14703,"30/VMSII/KTKT",02-01-2014,01-01-2014,25-03-2016,"Phụ lục hợp đồng ba bên",1,"kèm theo tờ trình chuyển chủ thể ký ngày 02/01/2014"
18147,"32/VMSII/KTKT",11-08-2016,12-08-2016,30-06-2017,"PLHĐ",2,""
16567,"330/VMSII/KT-KT",26-06-2015,26-06-2015,31-12-2015,"00/KHĐT",2,"PLgia hạn"
16527,"330/VMSII/KTKT",26-06-2015,26-06-2015,31-12-2015,"00/KHĐT",2,"PLHĐ gia hạn"
15565,"731/2007/VMSC2-CTIN",10-12-2014,01-01-2015,31-12-2016,"PL 01",2,""
14745,"80/VMSII/KTKT",31-12-2013,01-01-2014,31-05-2016,"06/PLHĐ/ĐVTĐ",1,""
14465,"80/VMSII/KTKT",16-11-2013,16-11-2013,31-03-2014,"04/PLHĐ/SPN - VMS/2013",1,"Phụ lục thay đổi tên công ty SPN"
18892,"846/VMS.C6/KTKT",31-10-2016,15-11-2016,14-11-2021,"846/VMS.C6/KTKT-PL02",2,""
14463,"213/VMSII/KTKT",16-11-2013,16-11-2013,15-09-2015,"02/PLHĐ/SPN - VMS/2013",1,"Phu lục thay đổi tên công ty SPN"
14442,"332/VMSII/KTKT",22-05-2012,22-05-2012,31-12-2014,"PLHD-22/05/2012",2,"HỦY TÒA NHÀ PN-TECHCON"
17048,"290615/PLT/IBC2",01-07-2015,01-07-2015,31-03-2016,"290615/PLT/IBC2/PL01",2,"Giảm diện tích, giám giá"
5191,"198/VMS.C2/ĐVT",01-09-2009,01-09-2009,30-08-2016,"000000",2,""
